DATE,O,H,L,C,SYM
20200117,49.11,49.5,48.79,49.06,CL
20200121,49.69,49.34,48.2,48.86,CL
20200122,48.74,48.86,46.51,47.22,CL
20200123,46.59,46.75,45.25,46.07,CL
20200124,46.17,46.43,44.33,44.67,CL
20200127,44.18,44.19,42.61,43.62,CL
20200128,43.25,44.54,43.16,43.96,CL
20200129,44.45,44.85,43.29,43.81,CL
20200130,43.57,43.68,42.14,42.62,CL
20200131,43.4,43.84,41.45,42.04,CL
20200203,41.49,42.45,40.28,40.59,CL
20200204,40.42,42.03,39.79,40.09,CL
20200205,39.99,42.36,39.95,41.23,CL
20200206,41.65,42.68,40.72,41.43,CL
20200207,41.59,41.96,40.57,40.8,CL
20200210,40.6,40.97,39.9,40.05,CL
20200211,40.09,41.17,40.06,40.42,CL
20200212,40.44,42.21,40.43,41.65,CL
20200213,42.2,42.44,41.08,41.9,CL
20200214,41.99,42.82,41.8,42.53,CL
20200218,42.71,42.89,41.36,42.53,CL
20200219,42.6,44.14,42.41,43.77,CL
20200220,43.98,44.98,43.7,44.26,CL
20200221,44.12,44.24,42.93,43.76,CL
20200224,42.98,43.02,40.83,41.81,CL
20200225,41.75,42.4,40.07,40.28,CL
20200226,40.46,40.82,38.68,39.11,CL
20200227,39.01,39.16,36.26,37.47,CL
20200228,36.87,37.41,34.23,35.14,CL
20200302,34.08,37.94,33.7,37.13,CL
20200303,38.1,39.04,36.85,37.56,CL
20200304,37.32,38.79,37.03,37.16,CL
20200305,37.51,37.95,36.03,36.28,CL
20200306,36.47,36.76,31.43,31.66,CL
20200309,23.25,25.26,17.72,21.51,CL
20200310,20.75,25.4,20.58,24.74,CL
20200311,25.0,26.73,22.94,23.36,CL
20200312,23.45,24.01,20.4,21.88,CL
20200313,21.15,24.25,20.71,22.11,CL
20200316,24.13,24.13,18.48,19.08,CL
20200317,19.07,20.68,17.01,17.33,CL
20200318,17.32,17.6,10.44,10.75,CL
20200319,12.68,18.09,11.74,15.6,CL
20200320,15.11,18.27,9.84,12.81,CL
20200323,12.7,14.25,10.98,13.54,CL
20200324,14.05,15.34,13.27,14.19,CL
20200325,14.55,15.42,13.09,14.67,CL
20200326,14.43,14.83,12.56,12.78,CL
20200327,13.47,13.62,11.06,11.69,CL
20200330,11.11,11.11,9.45,10.27,CL
20200331,10.41,12.07,10.19,10.66,CL
20200401,10.28,11.73,10.08,10.49,CL
20200402,11.4,17.57,10.94,15.5,CL
20200403,14.99,19.31,13.7,18.52,CL
20200406,16.27,18.42,15.46,16.26,CL
20200407,16.52,17.42,13.72,13.81,CL
20200408,14.48,16.63,13.92,15.27,CL
20200409,16.46,18.54,12.75,12.94,CL
20200413,14.78,14.92,12.21,12.59,CL
20200414,12.54,13.26,10.13,10.29,CL
20200415,10.9,11.07,9.38,10.05,CL
20200416,10.33,10.71,9.6,10.05,CL
20200417,10.18,10.4,7.49,8.45,CL
20200420,7.91,8.03,-50.14,-47.45,CL
20200421,-23.82,4.04,-26.56,0.19,CL
20200422,1.74,4.8,-1.12,2.4,CL
20200423,2.82,6.88,1.97,5.12,CL
20200424,5.4,6.59,4.26,5.56,CL
20200427,5.46,5.6,0.5,1.4,CL
20200428,1.58,2.31,-1.31,0.96,CL
20200429,1.97,5.4,1.29,3.68,CL
20200430,4.26,8.06,4.07,7.46,CL
20200501,7.66,9.1,6.69,8.4,CL
20200504,7.73,10.04,6.67,9.01,CL
20200505,9.86,14.11,9.75,13.18,CL
20200506,14.14,14.7,11.2,12.61,CL
20200507,12.71,15.36,11.56,12.17,CL
20200508,11.97,13.61,11.88,13.36,CL
20200511,13.11,14.2,12.29,12.76,CL
20200512,13.11,14.85,12.84,14.4,CL
20200513,13.92,15.07,13.41,13.91,CL
20200514,14.18,16.58,13.8,16.18,CL
20200515,16.26,18.54,15.86,18.05,CL
20200518,18.15,21.94,18.15,20.44,CL
20200519,21.45,22.06,19.96,21.12,CL
20200520,21.05,22.94,20.72,22.65,CL
20200521,22.69,23.82,22.42,23.08,CL
20200522,23.11,23.16,19.88,22.41,CL
20200526,22.46,23.97,21.64,23.51,CL
20200527,23.3,23.48,20.91,21.97,CL
20200528,21.26,23.37,20.3,22.87,CL
20200529,22.84,24.93,21.52,24.65,CL
20200601,24.37,25.06,23.43,24.6,CL
20200602,24.72,26.22,24.44,25.97,CL
20200603,26.02,27.34,25.04,26.45,CL
20200604,25.92,26.78,25.54,26.57,CL
20200605,26.49,28.84,26.21,28.71,CL
20200608,28.57,29.6,27.12,27.35,CL
20200609,27.38,28.26,26.23,28.1,CL
20200610,27.66,29.07,26.89,28.76,CL
20200611,28.25,28.25,24.57,25.5,CL
20200612,25.42,26.15,23.64,25.42,CL
20200615,25.19,26.42,23.52,26.28,CL
20200616,26.21,28.22,25.54,27.54,CL
20200617,27.09,27.91,26.37,27.12,CL
20200618,26.9,28.13,26.27,28.0,CL
20200619,28.01,29.65,27.56,28.91,CL
20200622,28.34,29.86,28.28,29.62,CL
20200623,29.57,30.52,28.65,29.26,CL
20200624,28.88,29.43,26.2,26.9,CL
20200625,26.94,28.12,25.97,27.61,CL
20200626,27.98,28.24,26.68,27.38,CL
20200629,26.85,28.78,26.39,28.59,CL
20200630,28.53,28.97,27.74,28.16,CL
20200701,28.73,29.47,27.94,28.71,CL
20200702,28.67,29.63,28.35,29.54,CL
20200706,29.2,29.97,29.04,29.52,CL
20200707,29.57,29.84,28.79,29.51,CL
20200708,29.37,29.97,29.19,29.79,CL
20200709,29.76,29.88,28.16,28.51,CL
20200710,28.47,29.66,27.43,29.44,CL
20200713,29.24,29.61,28.36,28.99,CL
20200714,28.49,29.46,27.96,29.18,CL
20200715,29.44,30.15,28.97,30.09,CL
20200716,29.86,30.07,29.41,29.64,CL
20200717,29.61,29.79,28.91,29.48,CL
20200720,29.53,29.8,28.72,29.7,CL
20200721,29.54,31.29,29.53,30.85,CL
20200722,30.47,30.96,30.07,30.83,CL
20200723,30.88,31.29,29.76,30.0,CL
20200724,29.99,30.6,29.59,30.22,CL
20200727,30.19,30.75,29.41,30.53,CL
20200728,30.58,30.86,29.78,29.97,CL
20200729,30.06,30.5,29.86,30.2,CL
20200730,30.25,30.32,27.65,28.85,CL
20200731,29.27,29.48,28.59,29.2,CL
20200803,29.32,30.17,28.51,29.94,CL
20200804,29.71,31.01,29.07,30.63,CL
20200805,30.49,32.45,30.4,31.12,CL
20200806,31.12,31.58,30.54,30.88,CL
20200807,30.9,31.15,29.99,30.15,CL
20200810,30.43,31.26,30.1,30.87,CL
20200811,30.91,31.87,30.41,30.54,CL
20200812,30.55,31.83,30.46,31.6,CL
20200813,31.5,31.77,31.02,31.17,CL
20200814,31.26,31.5,30.55,30.94,CL
20200817,31.17,31.9,30.73,31.82,CL
20200818,31.72,31.92,31.04,31.82,CL
20200819,31.53,31.96,31.29,31.86,CL
20200820,31.67,31.72,30.43,31.51,CL
20200821,31.44,31.65,30.15,31.03,CL
20200824,31.17,31.58,30.92,31.31,CL
20200825,31.05,32.26,31.0,32.04,CL
20200826,32.08,32.47,31.69,32.08,CL
20200827,32.14,32.19,31.05,31.73,CL
20200828,31.67,32.11,31.38,31.66,CL
20200831,31.6,32.26,31.25,31.3,CL
20200901,31.52,32.12,31.41,31.45,CL
20200902,31.71,31.9,29.92,30.2,CL
20200903,30.32,30.48,28.91,30.06,CL
20200904,29.94,30.56,28.04,28.46,CL
20200908,28.17,28.28,24.82,25.45,CL
20200909,25.48,27.14,24.85,26.74,CL
20200910,26.49,26.87,25.62,25.99,CL
20200911,25.7,26.51,25.36,26.02,CL
20200914,26.01,26.37,25.51,25.95,CL
20200915,25.97,27.26,25.75,26.97,CL
20200916,27.04,29.03,27.04,28.85,CL
20200917,28.88,29.91,28.11,29.66,CL
20200918,29.66,30.18,28.99,29.8,CL
20200921,29.67,29.96,27.35,28.0,CL
20200922,28.32,28.71,27.69,28.29,CL
20200923,28.25,29.24,27.75,28.42,CL
20200924,28.09,28.86,27.61,28.8,CL
20200925,28.64,29.13,28.2,28.74,CL
20200928,28.56,29.29,28.27,29.09,CL
20200929,29.07,29.19,26.9,27.78,CL
20200930,27.65,28.86,27.17,28.71,CL
20201001,28.39,28.96,26.1,27.21,CL
20201002,27.09,27.14,25.12,25.54,CL
20201005,25.49,28.21,25.49,27.71,CL
20201006,27.84,29.35,27.59,29.16,CL
20201007,28.32,28.84,27.77,28.44,CL
20201008,28.48,29.82,28.25,29.68,CL
20201009,29.8,29.96,28.87,29.09,CL
20201012,28.89,28.94,27.53,27.92,CL
20201013,28.02,29.02,27.84,28.69,CL
20201014,28.68,29.65,28.31,29.53,CL
20201015,29.62,29.78,27.71,29.45,CL
20201016,29.37,29.54,28.57,29.37,CL
20201019,29.18,29.71,29.03,29.32,CL
20201020,29.14,30.19,28.74,29.95,CL
20201021,29.47,29.84,28.03,28.28,CL
20201022,28.29,29.27,27.96,28.89,CL
20201023,28.86,29.17,27.82,28.1,CL
20201026,27.94,27.99,26.53,26.81,CL
20201027,26.84,28.08,26.76,27.82,CL
20201028,27.22,27.26,25.22,25.64,CL
20201029,25.64,26.01,23.17,24.42,CL
20201030,24.32,24.85,23.46,24.04,CL
20201102,23.49,25.4,21.89,25.06,CL
20201103,25.28,26.57,24.82,25.91,CL
20201104,26.4,27.5,25.51,27.4,CL
20201105,27.42,27.6,26.52,27.04,CL
20201106,26.79,26.86,25.31,25.39,CL
20201109,25.59,29.58,25.41,28.54,CL
20201110,28.16,30.09,27.66,29.61,CL
20201111,30.04,31.31,29.57,29.7,CL
20201112,29.72,30.44,29.12,29.37,CL
20201113,29.19,29.19,28.31,28.38,CL
20201116,28.42,30.34,28.4,29.59,CL
20201117,29.69,29.94,28.82,29.68,CL
20201118,29.6,30.71,29.33,30.07,CL
20201119,29.86,30.23,29.33,29.99,CL
20201120,29.95,30.57,29.76,30.4,CL
20201123,30.44,31.34,30.27,31.04,CL
20201124,30.82,33.18,30.8,32.89,CL
20201125,32.8,34.24,32.71,33.69,CL
20201127,33.88,34.07,32.53,33.51,CL
20201130,33.32,33.78,32.4,33.32,CL
20201201,33.06,33.68,32.1,32.53,CL
20201202,32.36,33.9,31.9,33.26,CL
20201203,32.97,33.82,32.64,33.62,CL
20201204,33.62,34.66,33.59,34.24,CL
20201207,34.13,34.52,33.34,33.74,CL
20201208,33.64,33.91,33.12,33.58,CL
20201209,33.58,34.22,32.93,33.5,CL
20201210,33.67,35.72,33.5,34.76,CL
20201211,34.95,35.27,34.32,34.55,CL
20201214,34.71,35.42,33.67,34.97,CL
20201215,34.97,35.71,34.52,35.6,CL
20201216,35.58,35.92,35.15,35.8,CL
20201217,35.83,36.57,35.79,36.34,CL
20201218,36.41,37.26,36.08,37.08,CL
20201221,36.52,36.59,34.16,35.72,CL
20201222,35.68,35.71,34.35,34.77,CL
20201223,34.54,36.25,33.91,35.87,CL
20201224,35.84,36.37,35.31,35.98,CL
20201228,35.98,36.71,35.25,35.37,CL
20201229,35.47,36.1,35.43,35.75,CL
20201230,35.88,36.41,35.36,36.15,CL
20201231,36.1,36.33,35.52,36.27,CL
20210104,36.15,37.58,34.93,35.37,CL
20210105,35.13,37.95,34.99,37.68,CL
20210106,37.57,38.69,37.23,38.38,CL
20210107,38.28,39.03,38.14,38.58,CL
20210108,38.68,40.5,38.56,39.99,CL
20210111,40.33,40.45,39.25,40.0,CL
20210112,39.93,41.2,39.82,40.96,CL
20210113,41.06,41.68,40.33,40.66,CL
20210114,40.59,41.5,39.99,41.32,CL
20210115,41.55,41.58,39.58,40.11,CL
20210119,39.75,40.88,39.51,40.73,CL
20210120,40.88,41.54,40.8,40.99,CL
20210121,40.61,41.09,40.43,40.81,CL
20210122,40.78,40.84,39.12,39.95,CL
20210125,39.85,40.63,39.5,40.45,CL
20210126,40.59,40.93,39.97,40.29,CL
20210127,40.44,40.98,39.53,40.53,CL
20210128,40.33,41.26,39.72,40.02,CL
20210129,39.83,40.93,39.61,39.88,CL
20210201,39.67,41.42,39.32,41.23,CL
20210202,41.16,42.94,41.13,42.44,CL
20210203,42.73,44.01,42.49,43.37,CL
20210204,43.64,44.26,42.98,43.91,CL
20210205,44.14,44.97,44.11,44.53,CL
20210208,44.74,45.82,44.68,45.65,CL
20210209,45.79,46.3,44.95,46.04,CL
20210210,46.13,46.59,45.76,46.36,CL
20210211,46.08,46.39,45.52,45.92,CL
20210212,45.62,47.5,45.09,47.15,CL
20210216,47.66,48.01,47.01,47.73,CL
20210217,47.92,49.41,47.11,48.82,CL
20210218,49.36,49.94,47.47,48.2,CL
20210219,47.88,47.97,46.27,46.92,CL
20210222,46.56,49.52,46.5,49.17,CL
20210223,49.63,50.47,48.14,49.14,CL
20210224,48.76,50.98,48.44,50.69,CL
20210225,50.86,51.28,50.12,51.0,CL
20210226,50.93,51.04,48.81,48.97,CL
20210301,49.42,50.39,47.43,48.11,CL
20210302,47.7,48.68,46.85,47.22,CL
20210303,47.02,49.46,46.71,48.75,CL
20210304,48.55,52.33,47.99,51.3,CL
20210305,51.63,53.89,51.29,53.56,CL
20210308,54.15,55.45,52.04,52.52,CL
20210309,52.2,53.45,51.1,51.48,CL
20210310,51.31,52.43,50.6,51.91,CL
20210311,52.17,53.68,52.01,53.49,CL
20210312,53.43,53.71,52.88,53.08,CL
20210315,53.03,53.87,51.6,52.86,CL
20210316,52.8,52.9,51.27,52.27,CL
20210317,52.22,52.81,51.07,52.07,CL
20210318,51.89,52.29,45.67,47.47,CL
20210319,47.03,49.19,46.41,48.89,CL
20210322,49.02,49.37,47.86,49.02,CL
20210323,48.74,48.81,44.71,45.22,CL
20210324,44.86,48.8,44.75,48.64,CL
20210325,48.26,48.32,44.9,46.02,CL
20210326,45.94,48.82,45.78,48.43,CL
20210329,48.39,49.23,46.87,49.02,CL
20210330,49.42,49.73,47.4,48.01,CL
20210331,47.91,48.63,46.31,46.62,CL
20210401,46.95,49.21,46.32,48.91,CL
20210402,46.95,49.21,46.32,48.91,CL
20210405,48.96,48.96,45.09,46.11,CL
20210406,46.26,48.36,46.08,46.79,CL
20210407,46.72,47.5,45.58,47.23,CL
20210408,46.98,47.39,46.28,47.06,CL
20210409,47.22,47.41,46.56,46.78,CL
20210412,46.81,48.23,46.19,47.16,CL
20210413,47.1,48.05,47.1,47.64,CL
20210414,47.9,50.9,47.84,50.61,CL
20210415,50.29,51.03,49.99,50.92,CL
20210416,50.78,51.34,50.29,50.59,CL
20210419,50.44,51.09,50.09,50.84,CL
20210420,50.93,51.71,48.96,49.9,CL
20210421,49.62,49.79,48.09,48.58,CL
20210422,48.34,49.1,47.84,48.66,CL
20210423,48.88,49.66,48.48,49.37,CL
20210426,49.29,49.54,47.89,49.14,CL
20210427,49.2,50.53,49.14,50.17,CL
20210428,50.27,51.76,49.9,51.09,CL
20210429,50.93,52.7,50.88,52.24,CL
20210430,52.11,52.18,50.31,50.81,CL
20210503,50.87,51.91,50.14,51.72,CL
20210504,51.76,53.42,51.52,52.92,CL
20210505,53.68,53.99,52.15,52.86,CL
20210506,52.5,53.21,51.73,51.94,CL
20210507,52.13,52.47,51.13,52.13,CL
20210510,52.8,52.98,51.18,52.15,CL
20210511,52.13,52.73,50.91,52.51,CL
20210512,52.69,53.86,52.2,53.31,CL
20210513,52.98,53.04,50.32,51.05,CL
20210514,51.06,52.85,50.56,52.6,CL
20210517,52.73,53.66,52.06,53.5,CL
20210518,53.56,54.24,51.34,52.72,CL
20210519,52.51,52.58,49.18,50.59,CL
20210520,50.62,51.19,49.12,49.28,CL
20210521,49.23,51.41,48.9,50.92,CL
20210524,51.21,53.48,50.97,53.39,CL
20210525,53.36,53.85,52.75,53.41,CL
20210526,53.38,53.77,52.59,53.55,CL
20210527,53.5,54.26,52.81,54.19,CL
20210528,54.29,54.86,53.51,53.66,CL
20210601,54.02,56.21,53.75,55.06,CL
20210602,55.33,56.34,55.12,56.17,CL
20210603,56.1,56.74,55.53,56.15,CL
20210604,56.25,57.1,55.67,56.96,CL
20210607,56.86,57.34,56.27,56.57,CL
20210608,56.63,57.61,55.81,57.39,CL
20210609,57.35,57.96,56.8,57.3,CL
20210610,57.1,57.99,56.02,57.63,CL
20210611,57.44,58.58,57.02,58.25,CL
20210614,57.99,59.12,57.99,58.22,CL
20210615,58.5,59.83,58.15,59.46,CL
20210616,59.79,60.33,58.95,59.49,CL
20210617,58.99,59.64,57.11,58.38,CL
20210618,58.44,59.51,57.5,58.98,CL
20210621,58.86,61.3,58.49,61.0,CL
20210622,60.75,61.29,60.28,60.4,CL
20210623,60.46,61.8,60.37,60.63,CL
20210624,60.83,61.16,59.87,60.85,CL
20210625,60.87,61.73,60.4,61.6,CL
20210628,61.54,62.0,60.17,60.46,CL
20210629,60.33,61.36,59.52,60.53,CL
20210630,61.02,61.69,60.37,61.02,CL
20210701,61.05,63.77,60.94,62.78,CL
20210702,62.57,63.17,61.96,62.71,CL
20210706,62.9,64.53,60.49,60.92,CL
20210707,61.4,62.41,58.62,59.75,CL
20210708,59.72,60.81,58.31,60.49,CL
20210709,60.81,62.31,60.27,62.11,CL
20210712,62.29,62.48,60.71,61.65,CL
20210713,61.73,63.07,61.23,62.8,CL
20210714,62.72,62.99,59.76,60.68,CL
20210715,60.51,60.51,58.95,59.2,CL
20210716,59.03,59.85,57.96,59.36,CL
20210719,59.04,59.22,53.18,53.97,CL
20210720,54.15,55.2,52.76,54.97,CL
20210721,54.22,58.28,54.21,58.07,CL
20210722,57.99,59.8,57.63,59.68,CL
20210723,59.48,59.98,59.16,59.84,CL
20210726,59.95,60.2,58.33,59.68,CL
20210727,59.99,60.1,58.85,59.42,CL
20210728,59.67,60.37,59.47,60.16,CL
20210729,60.17,61.45,60.03,61.39,CL
20210730,61.18,62.0,60.7,61.72,CL
20210802,61.68,61.72,58.32,59.03,CL
20210803,59.29,59.73,56.96,58.33,CL
20210804,58.09,58.58,55.62,55.92,CL
20210805,55.83,57.12,55.38,56.86,CL
20210806,56.91,57.95,55.57,56.05,CL
20210809,55.65,55.67,52.92,54.25,CL
20210810,54.62,56.67,54.33,56.06,CL
20210811,56.28,57.22,54.44,57.02,CL
20210812,57.13,57.39,56.23,56.86,CL
20210813,56.68,56.99,55.54,56.21,CL
20210816,55.48,56.04,53.5,55.06,CL
20210817,55.2,55.49,54.1,54.36,CL
20210818,54.35,55.25,52.11,53.23,CL
20210819,52.35,52.53,50.4,51.46,CL
20210820,51.82,51.87,49.88,50.09,CL
20210823,49.91,53.95,49.69,53.59,CL
20210824,53.49,55.75,53.36,55.49,CL
20210825,55.58,56.49,54.87,56.31,CL
20210826,55.95,56.26,54.97,55.37,CL
20210827,55.7,57.0,55.47,56.69,CL
20210830,57.25,57.59,55.62,57.16,CL
20210831,57.13,57.29,56.11,56.45,CL
20210901,56.5,57.19,55.07,56.54,CL
20210902,56.24,58.56,55.79,57.94,CL
20210903,57.71,58.48,57.0,57.24,CL
20210907,57.06,57.43,55.59,56.3,CL
20210908,56.32,57.7,56.26,57.25,CL
20210909,57.31,57.84,55.51,56.09,CL
20210910,55.92,57.91,55.63,57.67,CL
20210913,57.69,58.92,57.46,58.4,CL
20210914,58.59,59.17,57.93,58.41,CL
20210915,58.71,61.09,58.6,60.56,CL
20210916,60.6,60.94,59.48,60.56,CL
20210917,60.57,60.67,59.16,59.92,CL
20210920,59.87,60.03,57.81,58.24,CL
20210921,58.54,59.58,57.62,58.51,CL
20210922,58.87,60.32,58.66,60.25,CL
20210923,59.99,61.52,59.63,61.32,CL
20210924,61.26,62.29,60.83,62.0,CL
20210927,62.21,63.77,62.18,63.47,CL
20210928,63.45,64.69,62.26,63.31,CL
20210929,62.4,63.81,61.76,62.85,CL
20210930,62.8,64.09,61.16,63.05,CL
20211001,63.14,64.01,62.25,63.9,CL
20211004,63.92,66.4,63.34,65.64,CL
20211005,65.6,67.5,65.49,66.95,CL
20211006,67.06,67.8,64.85,65.45,CL
20211007,65.02,66.91,62.98,66.32,CL
20211008,66.88,68.13,66.65,67.37,CL
20211011,67.61,70.2,67.57,68.54,CL
20211012,68.52,69.64,67.49,68.66,CL
20211013,68.6,69.06,67.44,68.46,CL
20211014,68.61,69.7,68.4,69.33,CL
20211015,69.5,70.68,69.41,70.3,CL
20211018,70.62,71.89,69.86,70.46,CL
20211019,70.39,71.76,69.82,70.98,CL
20211020,71.36,72.27,69.32,71.89,CL
20211021,72.05,72.43,69.26,70.97,CL
20211022,71.08,72.69,70.23,72.23,CL
20211025,72.45,73.88,71.86,72.23,CL
20211026,72.19,73.35,71.44,73.12,CL
20211027,72.86,72.98,70.48,71.13,CL
20211028,70.72,71.68,69.05,71.28,CL
20211029,71.56,72.21,69.88,72.04,CL
20211101,71.83,73.35,71.21,72.52,CL
20211102,72.34,72.88,71.39,72.38,CL
20211103,71.54,71.55,68.16,69.33,CL
20211104,68.65,71.89,66.72,67.28,CL
20211105,67.84,70.27,67.43,69.74,CL
20211108,69.6,71.14,69.52,70.4,CL
20211109,70.63,73.1,70.25,72.62,CL
20211110,73.0,73.44,69.28,69.81,CL
20211111,69.88,70.8,68.67,70.06,CL
20211112,69.68,70.09,68.25,69.26,CL
20211115,69.13,69.67,67.77,69.35,CL
20211116,69.4,70.28,68.5,69.23,CL
20211117,69.01,69.16,66.16,66.83,CL
20211118,66.81,67.83,65.55,67.48,CL
20211119,67.23,68.39,63.84,64.57,CL
20211122,64.38,65.79,63.39,65.38,CL
20211123,65.09,67.49,63.93,67.13,CL
20211124,67.11,67.86,66.61,67.02,CL
20211126,66.97,67.28,56.03,56.78,CL
20211129,57.86,61.56,57.49,58.58,CL
20211130,58.67,59.85,53.06,54.81,CL
20211201,55.64,58.12,53.47,54.2,CL
20211202,54.26,56.12,51.06,55.13,CL
20211203,56.13,57.85,54.23,54.89,CL
20211206,55.65,58.78,55.35,58.12,CL
20211207,58.35,61.66,58.15,60.68,CL
20211208,60.49,61.63,59.54,60.99,CL
20211209,61.15,61.97,59.02,59.57,CL
20211210,59.31,60.96,58.95,60.3,CL
20211213,60.67,61.63,59.34,59.92,CL
20211214,59.75,60.66,58.14,59.36,CL
20211215,58.98,60.29,58.02,59.5,CL
20211216,60.11,61.62,59.66,61.01,CL
20211217,60.55,60.89,58.52,59.49,CL
20211220,58.7,58.7,54.67,56.86,CL
20211221,57.46,59.8,56.81,59.37,CL
20211222,59.52,61.41,59.05,61.01,CL
20211223,61.28,62.2,60.52,62.04,CL
20211227,61.63,64.34,60.82,63.82,CL
20211228,64.22,65.17,63.78,64.23,CL
20211229,64.29,65.62,63.61,64.81,CL
20211230,64.83,65.69,64.03,65.24,CL
20211231,64.91,65.33,63.2,63.46,CL
20220103,63.94,64.71,62.52,64.33,CL
20220104,64.27,65.89,63.95,65.24,CL
20220105,65.43,66.83,64.76,66.1,CL
20220106,65.49,68.49,64.98,67.71,CL
20220107,67.87,68.72,66.77,67.15,CL
20220110,67.13,67.7,66.08,66.48,CL
20220111,66.67,69.84,66.61,69.47,CL
20220112,69.63,71.35,69.42,70.89,CL
20220113,71.07,71.19,69.64,70.37,CL
20220114,69.98,72.7,69.83,72.07,CL
20220118,72.57,74.88,71.75,73.68,CL
20220119,74.86,76.16,74.02,75.21,CL
20220120,74.48,76.07,74.25,75.15,CL
20220121,74.17,75.16,72.38,74.74,CL
20220124,74.51,75.69,71.5,72.91,CL
20220125,73.75,75.31,72.59,75.2,CL
20220126,74.86,77.55,74.61,76.95,CL
20220127,76.75,78.14,75.8,76.21,CL
20220128,77.1,78.44,76.04,76.42,CL
20220131,77.05,77.99,75.94,77.75,CL
20220201,77.75,78.47,76.15,77.8,CL
20220202,77.95,79.32,76.7,77.86,CL
20220203,77.58,80.05,76.35,79.87,CL
20220204,79.79,82.77,79.67,81.91,CL
20220207,81.42,82.33,80.33,80.92,CL
20220208,81.24,81.28,78.11,78.96,CL
20220209,79.46,80.18,78.01,79.26,CL
20220210,79.61,81.34,78.63,79.48,CL
20220211,79.6,84.26,78.79,82.7,CL
20220214,83.51,85.42,81.69,85.06,CL
20220215,84.43,84.77,80.26,81.67,CL
20220216,81.81,84.61,79.6,83.26,CL
20220217,80.5,82.96,80.22,81.36,CL
20220218,81.23,82.26,78.63,80.67,CL
20220222,81.35,85.6,81.6,81.95,CL
20220223,81.78,83.94,80.68,82.14,CL
20220224,82.56,90.58,81.49,82.85,CL
20220225,83.36,85.68,80.1,81.63,CL
20220228,85.03,89.14,84.47,85.76,CL
20220301,86.13,96.82,85.36,93.45,CL
20220302,97.16,102.55,95.22,100.64,CL
20220303,101.37,106.61,96.47,97.71,CL
20220304,98.0,106.06,97.29,105.72,CL
20220307,111.37,120.54,105.58,109.44,CL
20220308,110.71,119.48,107.11,113.74,CL
20220309,114.7,116.88,93.67,98.74,CL
20220310,100.45,104.92,95.57,96.06,CL
20220311,96.03,100.33,94.52,99.37,CL
20220314,99.46,99.76,89.8,93.05,CL
20220315,92.32,92.62,83.57,86.48,CL
20220316,85.27,89.26,84.11,85.08,CL
20220317,85.38,94.28,84.89,93.02,CL
20220318,93.66,96.32,92.34,94.74,CL
20220321,95.17,102.73,94.12,102.16,CL
20220322,102.94,105.05,99.34,101.8,CL
20220323,101.38,107.93,100.91,107.46,CL
20220324,107.0,109.17,103.14,104.87,CL
20220325,104.28,106.65,101.21,106.43,CL
20220328,105.45,105.46,95.36,98.49,CL
20220329,96.0,100.37,90.97,96.77,CL
20220330,97.77,101.28,97.08,100.35,CL
20220331,99.98,100.33,92.19,92.81,CL
20220401,93.76,94.28,90.31,91.8,CL
20220404,91.48,96.47,90.58,95.81,CL
20220405,96.19,98.12,92.41,94.49,CL
20220406,93.77,96.55,88.26,88.76,CL
20220407,89.69,91.35,86.34,88.56,CL
20220408,89.7,91.29,87.82,90.79,CL
20220411,90.93,91.05,85.46,86.82,CL
20220412,87.7,93.88,87.37,93.13,CL
20220413,93.44,97.0,92.4,96.78,CL
20220414,96.73,100.17,94.65,99.48,CL
20220418,99.56,102.34,98.53,100.74,CL
20220419,100.28,101.45,94.63,95.09,CL
20220420,95.58,96.69,93.23,95.28,CL
20220421,95.59,98.51,95.1,96.88,CL
20220422,97.16,97.31,94.15,95.16,CL
20220425,94.47,94.64,88.37,91.63,CL
20220426,91.73,95.87,90.15,94.79,CL
20220427,94.85,96.08,92.89,95.11,CL
20220428,95.2,98.77,93.22,98.45,CL
20220429,98.26,101.08,96.87,97.78,CL
20220502,97.09,99.03,93.37,98.26,CL
20220503,98.17,98.89,95.19,95.5,CL
20220504,96.59,101.7,96.04,100.9,CL
20220505,100.67,104.46,99.54,101.35,CL
20220506,101.79,104.27,100.33,102.86,CL
20220509,103.52,103.58,95.22,96.18,CL
20220510,95.74,97.25,91.95,92.85,CL
20220511,92.09,99.53,91.29,98.8,CL
20220512,98.72,100.46,95.75,99.22,CL
20220513,99.74,103.73,99.38,103.58,CL
20220516,104.07,107.99,101.2,107.29,CL
20220517,106.96,108.65,104.84,105.49,CL
20220518,106.75,108.51,101.55,102.68,CL
20220519,102.18,105.71,98.22,105.3,CL
20220520,104.54,107.13,103.94,106.32,CL
20220523,106.6,108.0,105.19,106.33,CL
20220524,106.45,107.47,104.65,105.81,CL
20220525,106.43,107.72,105.27,106.37,CL
20220526,106.73,110.87,106.31,110.13,CL
20220527,110.24,111.34,108.89,111.11,CL
20220531,111.0,116.02,110.19,110.71,CL
20220601,111.44,113.91,110.62,111.3,CL
20220602,110.84,113.81,107.24,112.91,CL
20220603,113.59,116.5,111.27,114.91,CL
20220606,116.86,117.03,113.67,114.54,CL
20220607,115.14,116.4,113.18,115.45,CL
20220608,115.83,119.22,115.34,118.15,CL
20220609,118.47,118.76,116.83,117.55,CL
20220610,117.5,118.79,114.37,116.71,CL
20220613,116.23,118.29,113.51,116.97,CL
